,Restaurant,Ranking,Reviews,Price,Range_price,Cousine_type,Address,Phone,Site,Area,Near,Url
2010,Auditore Ristorante Braceria,"4,5 ",1.734 recensioni,€€-€€€,,"Italiana, Steakhouse, Mediterranea, Barbecue, Europea, Salutistica, Toscana, Italiana (centro)","Piazza del Grano 13R, 50122, Firenze Italia",+39 055 217320,,Centro storico di Firenze,"0,2 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d13124445-Reviews-Auditore_Ristorante_Braceria-Florence_Tuscany.html
2011,Angel Roofbar & Dining,"5,0 ",177 recensioni,€€-€€€,,"Italiana, Mediterranea","Via Calimala 2 sul 5º piano dell'Hotel Calimala, 50123, Firenze Italia",+39 339 411 3863,,Duomo,"0,2 km da Palazzo Vecchio",https://www.tripadvisor.it/Restaurant_Review-g187895-d18455266-Reviews-Angel_Roofbar_Dining-Florence_Tuscany.html
2012,Ristorante Il Ricettario,"5,0 ",1.242 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Via Lambertesca 22r, 50122, Firenze Italia",+39 055 389 4213,,Centro storico di Firenze,"0,1 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d13954659-Reviews-Ristorante_Il_Ricettario-Florence_Tuscany.html
2013,Osteria de Pitti,"4,5 ",312 recensioni,€€-€€€,,"Italiana, Steakhouse, Pizza, Mediterranea, Toscana","Piazza Dei Pitti 32/33/r Palazzo Pitti, 50125, Firenze Italia",+39 055 281143,,Oltrarno,"0,4 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d19748343-Reviews-Osteria_de_Pitti-Florence_Tuscany.html
2014,Nobile Bistrò,"4,5 ",557 recensioni,€,,"Italiana, Fast food, Toscana, Italiana (centro)","Piazza di Madonna Degli Aldobrandini 13/R, 50123, Firenze Italia",+39 338 967 0207,,Centro storico di Firenze,"0,4 km da Duomo - Cattedrale di Santa Maria dei Fiore",https://www.tripadvisor.it/Restaurant_Review-g187895-d7618336-Reviews-Nobile_Bistro-Florence_Tuscany.html
2015,Caffe Concerto Paszkowski,"5,0 ",169 recensioni,€€-€€€,,"Italiana, Bar, Caffè, Europea","Piazza della Repubblica 31-35r, 50123, Firenze Italia",+39 055 210236,,Duomo,"0,3 km da Duomo - Cattedrale di Santa Maria dei Fiore",https://www.tripadvisor.it/Restaurant_Review-g187895-d696483-Reviews-Caffe_Concerto_Paszkowski-Florence_Tuscany.html
2016,Melloo,"5,0 ",477 recensioni,€€-€€€,,"Italiana, Pizza, Birreria","Via Luigi Gordigiani 4r, 50127, Firenze Italia",+39 333 758 1154,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d17600356-Reviews-Melloo-Florence_Tuscany.html
2017,Cantinetta delle Terme,"4,5 ",828 recensioni,€€-€€€,,"Italiana, Pesce, Mediterranea, Europea, Salutistica, Toscana, Italiana (centro)","Via delle Terme, 14/R, 50123, Firenze Italia",+39 055 239 6084,,Centro storico di Firenze,"0,3 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d11543921-Reviews-Cantinetta_Delle_Terme-Florence_Tuscany.html
2018,Lo Scudo,"4,5 ",671 recensioni,€€-€€€,,"Italiana, Steakhouse, Mediterranea, Toscana, Italiana (centro)","Via del Oriuolo - 53r Duomo, 50122, Firenze Italia",+39 055 260 8842,,Duomo,"0,0 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1916948-Reviews-Lo_Scudo-Florence_Tuscany.html
2019,Trattoria San Pierino,"4,5 ",305 recensioni,€€-€€€,,"Italiana, Pesce, Mediterranea, Barbecue, Toscana, Italiana (centro)","Via Dell'Oriuolo 18/r, 50122, Firenze Italia",+39 055 200 1225,,Duomo,"0,3 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d12946441-Reviews-Trattoria_San_Pierino-Florence_Tuscany.html
2020,Aurelio il Re del lampredotto,"5,0 ",644 recensioni,€,,"Italiana, Fast food, Toscana, Grill, Italiana (centro)","Piazza Bernardo Tanucci SNC, 50134, Firenze Italia",+39 333 100 3967,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d4468500-Reviews-Aurelio_I_Re_del_Lampredotto-Florence_Tuscany.html
2021,Ristorante La Falterona,"4,5 ",1.384 recensioni,€€-€€€,,"Steakhouse, Italiana, Toscana, Italiana (centro)","Via Zannoni10-12 R, 50123, Firenze Italia",+39 055 216112,,Centro storico di Firenze,"0,4 km da Campanile di Giotto",https://www.tripadvisor.it/Restaurant_Review-g187895-d1580396-Reviews-Ristorante_La_Falterona-Florence_Tuscany.html
2022,La Bistecca - Osteria Fiorentina,"4,5 ",981 recensioni,€€-€€€,,"Italiana, Steakhouse, Mediterranea, Europea, Toscana, Italiana (centro)","Piazza della Repubblica, 12, 50123, Firenze Italia",+39 055 277 6364,,Duomo,"0,2 km da Piazza della Signoria",https://www.tripadvisor.it/Restaurant_Review-g187895-d17406269-Reviews-La_Bistecca_Osteria_Fiorentina-Florence_Tuscany.html
2023,Bisteccheria Santa Croce,"4,5 ",1.134 recensioni,€€-€€€,,"Italiana, Steakhouse, Mediterranea, Europea, Toscana, Italiana (centro)","Largo Piero Bargellini 2 Piazza Santa Croce, 50122, Firenze Italia",+39 055 263 8701,,Santa Croce,"0,1 km da Basilica di Santa Croce",https://www.tripadvisor.it/Restaurant_Review-g187895-d16805642-Reviews-Bisteccheria_Santa_Croce-Florence_Tuscany.html
2024,Salumeria Verdi - Pino's Sandwiches,"4,5 ",1.247 recensioni,€,,"Italiana, Toscana, Italiana (centro)","Via Giuseppe Verdi, 36, 50122, Firenze Italia",+39 055 244517,,Duomo,"0,4 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d2348534-Reviews-Salumeria_Verdi_Pino_s_Sandwiches-Florence_Tuscany.html
2025,Braceria dei Tre Amici,"4,5 ",444 recensioni,€€-€€€,,"Toscana, Italiana, Steakhouse, Mediterranea, Grill","Via del Proconsolo 73 r, 50122, Firenze Italia",+39 055 051 5565,,Duomo,"0,1 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d17383859-Reviews-Braceria_dei_Tre_Amici-Florence_Tuscany.html
2026,Salino Restaurant & Wine Bar,"5,0 ",126 recensioni,€€-€€€,,"Italiana, Mediterranea, Wine Bar, Toscana","Via Ghibellina 69/R, 50122, Firenze Italia",+39 055 234 0588,,Santa Croce,"0,6 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d13987029-Reviews-Salino_Restaurant_Wine_Bar-Florence_Tuscany.html
2027,Osteria del Pavone,"5,0 ",358 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Via del Pavone, 1/R, 50125, Firenze Italia",+39 055 268134,,Oltrarno,"0,4 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d13123970-Reviews-Osteria_del_Pavone-Florence_Tuscany.html
2028,La Nicchia Winebar Enoteca Bistrot,"5,0 ",300 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Wine Bar, Toscana, Italiana (centro)","Lungarno Amerigo Vespucci 34/r between Piazza Goldoni and Piazza Ognissanti, 50123, Firenze Italia",+39 331 888 3047,,Centro storico di Firenze,"0,3 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d11885183-Reviews-La_Nicchia_Winebar_Enoteca_Bistrot-Florence_Tuscany.html
2029,Cucina Conviviale,"4,5 ",1.693 recensioni,€€-€€€,,"Italiana, Pizza, Mediterranea, Europea, Napoletana, Campana, Toscana, Italiana (centro), Italiana (sud)","Via del Cronaca 16r, 50142, Firenze Italia",+39 055 246 6318,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d12597899-Reviews-Cucina_Conviviale-Florence_Tuscany.html
2030,Osteria del Proconsolo,"4,5 ",4.728 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Via del Proconsolo, 59/r, 50122, Firenze Italia",+39 055 213069,,Duomo,"0,1 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d3245371-Reviews-Osteria_del_Proconsolo-Florence_Tuscany.html
2031,Gusta Trippa,"5,0 ",122 recensioni,€,,"Italiana, Fast food, Toscana, Italiana (centro)","Via Sant'Elisabetta 7r, 50122, Firenze Italia",+39 339 742 5692,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d10026612-Reviews-Gusta_Trippa-Florence_Tuscany.html
2032,Indian Palace,"5,0 ",636 recensioni,€,,"Indiana, Asiatica, Salutistica","Via Guelfa 96R, 50129, Firenze Italia",+39 055 527 2498,,Centro storico di Firenze,"0,4 km da Galleria dell'Accademia di Firenze",https://www.tripadvisor.it/Restaurant_Review-g187895-d14136509-Reviews-Indian_Palace-Florence_Tuscany.html
2033,B.O.r.G.O.,"5,0 ",205 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Toscana, Italiana (centro)","Borgo San Frediano 145r, 50124, Firenze Italia",+39 055 223449,,San Frediano,"0,7 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d12311338-Reviews-B_O_r_G_O-Florence_Tuscany.html
2034,Note Di Vino,"4,5 ",875 recensioni,€€-€€€,,"Italiana, Bar, Mediterranea, Europea, Wine Bar, Toscana, Italiana (centro)","Borgo dei Greci, 4/6r Piazza Santa Croce, 50122, Firenze Italia",+39 334 856 8706,,Centro storico di Firenze,"0,4 km da Palazzo Vecchio",https://www.tripadvisor.it/Restaurant_Review-g187895-d1753675-Reviews-Note_Di_Vino-Florence_Tuscany.html
2035,Mister Pizza,"4,5 ",985 recensioni,€,,"Italiana, Pizza, Napoletana, Campana, Italiana (sud)","Via Pietrapiana, 82/R, 50121, Firenze Italia",+39 055 386 0311,,Santa Croce,"0,4 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d2437478-Reviews-Mister_Pizza-Florence_Tuscany.html
2036,I'Tuscani 2,"4,5 ",3.197 recensioni,€€-€€€,,,"Via de Federighi 37/R, 50123, Firenze Italia",+39 055 906 5507,,Duomo,"0,1 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d8319466-Reviews-I_Tuscani_2-Florence_Tuscany.html
2037,Mister Pizza - Piazza Del Duomo,"4,5 ",2.741 recensioni,€,,"Italiana, Pizza, Napoletana, Campana, Italiana (sud)","Piazza del Duomo 5r, 50122, Firenze Italia",+39 055 238 2263,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d3916092-Reviews-Mister_Pizza-Florence_Tuscany.html
2038,Osteria Filetto d'Oro,"4,5 ",280 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Toscana, Italiana (centro)","Via dei Neri, 48r, 50122, Firenze Italia",+39 055 1999 0472,,Centro storico di Firenze,"0,2 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d13763328-Reviews-Osteria_Filetto_d_oro-Florence_Tuscany.html
2039,Ke Ci Metto? Schiacciate e Vino,"4,5 ",171 recensioni,€,,"Italiana, Fast food, Toscana, Italiana (centro)","Borgo la Croce 52/R, 50121, Firenze Italia",+39 329 592 1160,,Centro storico di Firenze,"0,9 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d3978436-Reviews-Ke_Ci_Metto_Schiacciate_e_Vino-Florence_Tuscany.html
2040,Braceria Bisteccheria Ristorante Santa Maria Novella,"4,5 ",1.663 recensioni,€€-€€€,,"Italiana, Steakhouse, Toscana","Via della Scala, 8 Blu, 50123, Firenze Italia",+39 055 073 5481,,Centro storico di Firenze,"0,1 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d9568819-Reviews-Braceria_Bisteccheria_Ristorante_Santa_Maria_Novella-Florence_Tuscany.html
2041,Al Duomo,"4,5 ",1.443 recensioni,€€-€€€,,"Italiana, Steakhouse, Mediterranea, Europea, Toscana, Italiana (centro)","Via Dei Servi 9 A pochi passi dal Duomo, 50122, Firenze Italia",+39 055 906 1372,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d13272532-Reviews-Al_Duomo-Florence_Tuscany.html
2042,Ristorante Cacio Vino Trallala',"4,5 ",1.202 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Borgo Santi Apostoli, 29/R, 50123, Firenze Italia",+39 055 215558,,Centro storico di Firenze,"0,3 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d3748293-Reviews-Cacio_Vino_Trallalla-Florence_Tuscany.html
2043,L'Osteria - Cucina Casalinga,"4,5 ",294 recensioni,€€-€€€,,"Steakhouse, Toscana, Mediterranea","Via Dei Neri 12r Firenze, Centro Storico, Piazza Signoria, 50122, Firenze Italia",+39 055 239 8487,,Centro storico di Firenze,"0,3 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d17406201-Reviews-L_Osteria_Cucina_Casalinga-Florence_Tuscany.html
2044,I'Tuscani 3,"4,5 ",1.348 recensioni,€€-€€€,,"Italiana, Steakhouse, Barbecue, Toscana, Italiana (centro)","Via Dante Alighieri 18R, 50122, Firenze Italia",+39 055 285356,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d11946532-Reviews-I_Tuscani_3-Florence_Tuscany.html
2045,IL BARRETTO,"4,5 ",1.021 recensioni,€€€€,,"Italiana, Pesce, Mediterranea, Salutistica, Toscana, Italiana (centro), Internazionale","Via del Parione 50/r, 50123, Firenze Italia",+39 055 294122,,Duomo,"0,3 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d2433001-Reviews-Il_Barretto-Florence_Tuscany.html
2046,Mangia Pizza,"4,5 ",1.485 recensioni,€,,"Italiana, Pizza, Salutistica, Toscana, Italiana (centro)","Via Lambertesca, 24, 50122, Firenze Italia",+39 055 287595,,Centro storico di Firenze,"0,2 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d6580845-Reviews-Mangia_Pizza_Firenze-Florence_Tuscany.html
2047,La Fettunta,"4,5 ",4.082 recensioni,€,,"Italiana, Mediterranea, Barbecue, Toscana, Italiana (centro)","Via dei Neri, 72/R, 50122, Firenze Italia",+39 055 274 1102,,Centro storico di Firenze,"0,2 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d3879133-Reviews-La_Fettunta-Florence_Tuscany.html
2048,Robiglio - Via dei Servi,"4,5 ",238 recensioni,€€-€€€,,"Italiana, Caffè, Mediterranea, Toscana, Italiana (centro)","Via dei Servi 112/r, 50122, Firenze Italia",+39 055 212784,,Centro storico di Firenze,"0,4 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d3201041-Reviews-Robiglio_Via_dei_Servi-Florence_Tuscany.html
2049,Osteria de'Cicalini,"4,5 ",233 recensioni,€€-€€€,,"Italiana, Mediterranea, Contemporanea, Europea, Toscana, Italiana (centro)","Via Delle Oche 15 Rosso, 50122, Firenze Italia",+39 055 205 2610,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d13218811-Reviews-Osteria_de_Cicalini-Florence_Tuscany.html
2050,Beer House Club,"4,5 ",516 recensioni,€,,"Steakhouse, Pizza, Grill, Birreria","Corso Dei Tintori 31/R, 50122, Firenze Italia",+39 055 247 6763,,Santa Croce,"0,4 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d4546534-Reviews-Beer_House_Club-Florence_Tuscany.html
2051,Alimentari del Chianti,"4,5 ",154 recensioni,€€-€€€,,"Italiana, Toscana, Italiana (centro)","Piazza de Pitti 3R, 50125, Firenze Italia",+39 392 600 9459,,Oltrarno,"0,5 km da Ponte Vecchio",https://www.tripadvisor.it/Restaurant_Review-g187895-d11644228-Reviews-Alimentari_del_Chianti-Florence_Tuscany.html
2052,Pizzeria I Camaldoli,"4,5 ",875 recensioni,€€-€€€,,"Italiana, Pizza, Mediterranea, Napoletana, Campana, Toscana, Italiana (centro), Italiana (sud)","Piazza Del Mercato Centrale 14/r, 50123, Firenze Italia",+39 055 268407,,Centro storico di Firenze,"0,5 km da Museo dell'Opera del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d12395952-Reviews-Pizzeria_I_Camaldoli-Florence_Tuscany.html
2053,Occomè,"4,5 ",142 recensioni,€,,Italiana,"Piazza Lorenzo Ghiberti 43r, 50122, Firenze Italia",+39 335 608 4340,,Santa Croce,"0,7 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d15242630-Reviews-Occome-Florence_Tuscany.html
2054,Gustavino Piazza Signoria,"4,5 ",4.674 recensioni,€€-€€€,,,"Via della Condotta 37 A pochi passi dalla Piazza della Signoria, 50123, Firenze Italia",+39 055 239 9806,,Duomo,"0,1 km da Palazzo Vecchio",https://www.tripadvisor.it/Restaurant_Review-g187895-d1088272-Reviews-Gustavino_Piazza_Signoria-Florence_Tuscany.html
2055,Le Volpi e L'Uva,"4,5 ",1.053 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Wine Bar, Toscana, Italiana (centro)","Piazza Dei Rossi 1, 50125, Firenze Italia",+39 055 239 8132,,Oltrarno,"0,2 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d1034478-Reviews-Le_Volpi_e_L_Uva-Florence_Tuscany.html
2056,snack bar Anna,"5,0 ",171 recensioni,€,,Caffè,"Via De' Ginori 26, 50123, Firenze Italia",+39 055 238 1143,,Centro storico di Firenze,"0,4 km da Museo dell'Opera del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d2723153-Reviews-Snack_Bar_Anna-Florence_Tuscany.html
2057,Trattoria Pandemonio di Casa Brogi,"4,5 ",2.165 recensioni,€€-€€€,,"Steakhouse, Italiana, Mediterranea, Toscana, Italiana (centro)","via del Leone 50/R, 50124, Firenze Italia",+39 055 224002,,San Frediano,"0,7 km da Palazzo Pitti",https://www.tripadvisor.it/Restaurant_Review-g187895-d1515999-Reviews-Trattoria_Pandemonio_di_Casa_Brogi-Florence_Tuscany.html
2058,Osteria dell'Osso,"4,5 ",387 recensioni,€€-€€€,,"Italiana, Steakhouse, Mediterranea, Toscana, Italiana (centro), Grill","Piazza del mercato centrale 2 rosso 3 rosso Di fronte Al uscita parcheggio del mercato centrale, 50123, Firenze Italia",+39 347 543 3077,,Centro storico di Firenze,"0,5 km da Museo dell'Opera del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d13957514-Reviews-Osteria_dell_Osso-Florence_Tuscany.html
2059,Ristorante Sant' Ambrogio,"4,5 ",1.496 recensioni,€€-€€€,,"Steakhouse, Barbecue, Salutistica, Toscana, Italiana (centro), Grill","Via Luigi Carlo Farini 5r, 50121, Firenze Italia",+39 055 246 9315,,Centro storico di Firenze,"0,6 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d10898547-Reviews-Sant_Ambrogio-Florence_Tuscany.html
2060,Nedo L' Officina Dei Golosi,"4,5 ",261 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Toscana, Italiana (centro)","Piazza Paolo Uccello 12, 50142, Firenze Italia",+39 055 715246,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d7911321-Reviews-Nedo_L_Officina_Dei_Golosi-Florence_Tuscany.html
2061,Ristorante il Paiolo,"4,5 ",1.981 recensioni,€€-€€€,,"Steakhouse, Salutistica, Toscana","Via del Corso, 42/R, 50122, Firenze Italia",+39 055 215019,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1186855-Reviews-Ristorante_il_Paiolo-Florence_Tuscany.html
2062,Ristorante Arte d'Oriente,"4,5 ",193 recensioni,€€-€€€,,"Cinese, Pesce, Asiatica","Viale Raffaello Sanzio 6/A, 50124, Firenze Italia",+39 055 223055,,"1,2 km da Piazza Santo Spirito",Sito web,https://www.tripadvisor.it/Restaurant_Review-g187895-d13795050-Reviews-Ristorante_Arte_d_Oriente-Florence_Tuscany.html
2063,IO osteria personale,"4,5 ",929 recensioni,€€€€,,"Contemporanea, Italiana, Mediterranea","Borgo San Frediano 167r, 50124, Firenze Italia",+39 055 933 1341,,San Frediano,"0,8 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d2053275-Reviews-IO_osteria_personale-Florence_Tuscany.html
2064,Enoteca Pitti Gola e Cantina,"4,5 ",1.706 recensioni,€€-€€€,,"Italiana, Mediterranea, Wine Bar, Toscana, Italiana (centro)","Piazza Dei Pitti 16, 50125, Firenze Italia",+39 055 212704,,Oltrarno,"0,5 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d896746-Reviews-Enoteca_Pitti_Gola_e_Cantina-Florence_Tuscany.html
2065,Rooster Restaurant & Cocktail Bar,"4,5 ",630 recensioni,€€-€€€,,Ristoranti con bar,"Via Porta Rossa, 63R Piazza Davanzati, 50123, Firenze Italia",+39 055 264 5006,,Centro storico di Firenze,"0,3 km da Palazzo Vecchio",https://www.tripadvisor.it/Restaurant_Review-g187895-d13970479-Reviews-Rooster_Restaurant_Cocktail_Bar-Florence_Tuscany.html
2066,Pizza Napoli 1955,"4,5 ",2.262 recensioni,€,,"Italiana, Pizza, Fast food, Mediterranea, Napoletana, Campana, Italiana (sud)","Via Dei Neri 73/R, 50122, Firenze Italia",+39 055 287815,,Centro storico di Firenze,"0,2 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d11965268-Reviews-Pizza_Napoli_1955-Florence_Tuscany.html
2067,Amorini,"4,5 ",683 recensioni,€,,"Italiana, Fast food, Wine Bar, Toscana, Italiana (centro)","Via Dei Servi 16R, 50122, Firenze Italia",+39 055 281081,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d5247585-Reviews-Amorini-Florence_Tuscany.html
2068,College Firenze,"4,5 ",425 recensioni,€,,"Italiana, Fast food, Mediterranea, Toscana, Italiana (centro)","Via Pietrapiana 21/R, 50121, Firenze Italia",+39 055 200 1648,,Santa Croce,"0,6 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d5074549-Reviews-College_Firenze-Florence_Tuscany.html
2069,Touch Bistrò Toscano,"4,5 ",940 recensioni,€€-€€€,,"Italiana, Pesce, Mediterranea, Europea, Toscana, Italiana (centro), Contemporanea","Via di Mezzo 42/R Angolo Via Fiesolana, 50121, Firenze Italia",+39 055 246 6150,,Santa Croce,"0,4 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d3169742-Reviews-Touch_Bistro_Toscano-Florence_Tuscany.html
2070,La Pepiniere Ristorante Biologico,"4,5 ",198 recensioni,€€-€€€,,"Contemporanea, Italiana, Pizza, Mediterranea, Salutistica, Internazionale","Borgo San Frediano 169/r, 50124, Firenze Italia",+39 055 223914,,San Frediano,"0,8 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d14039503-Reviews-La_Pepiniere_Ristorante_Biologico-Florence_Tuscany.html
2071,Osteria Pastella,"4,5 ",1.840 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Contemporanea, Salutistica, Toscana, Italiana (centro)","Via della Scala 17/R, 50123, Firenze Italia",+39 055 267 0240,,Centro storico di Firenze,"0,2 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d5993177-Reviews-Osteria_Pastella-Florence_Tuscany.html
2072,Livio Pizzeria Napoletana,"4,5 ",1.055 recensioni,€,,"Italiana, Pizza, Mediterranea, Europea, Napoletana, Campana, Italiana (sud)","Via Nazionale 77R Accanto alla TIM, 50123, Firenze Italia",+39 055 019 1159,,Centro storico di Firenze,"0,5 km da Campanile di Giotto",https://www.tripadvisor.it/Restaurant_Review-g187895-d10636209-Reviews-Livio_Pizzeria_Napoletana-Florence_Tuscany.html
2073,Trattoria Giovanni,"4,5 ",1.527 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Via Sant'Agostino, 38r, 50125, Firenze Italia",+39 055 088 0671,,Oltrarno,"0,4 km da Palazzo Pitti",https://www.tripadvisor.it/Restaurant_Review-g187895-d5096796-Reviews-TRATTORIA_GIOVANNI-Florence_Tuscany.html
2074,Alsolitoposto,"4,5 ",226 recensioni,€€-€€€,,"Italiana, Pizza, Napoletana, Campana, Italiana (sud), Mediterranea","Via Camaldoli, 2/R, 50124, Firenze Italia",+39 055 229593,,San Frediano,"0,5 km da Piazza Santo Spirito",https://www.tripadvisor.it/Restaurant_Review-g187895-d13810334-Reviews-Alsolitoposto-Florence_Tuscany.html
2075,Ristorante Alla Griglia,"4,5 ",2.076 recensioni,€€-€€€,,"Italiana, Steakhouse, Pesce, Salutistica, Toscana, Italiana (centro)","Via dei Banchi 25/r Via dei Banchi 25R, 50123, Firenze Italia",+39 055 290314,,Centro storico di Firenze,"0,4 km da Museo dell'Opera del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1571504-Reviews-Ristorante_Alla_Griglia-Florence_Tuscany.html
2076,Vini E Delizie,"4,5 ",206 recensioni,€,,"Italiana, Wine Bar","Via Dei Banchi, 45/R, 50123, Firenze Italia",+39 055 215686,,Centro storico di Firenze,"0,4 km da Campanile di Giotto",https://www.tripadvisor.it/Restaurant_Review-g187895-d6713988-Reviews-Vini_E_Delizie-Florence_Tuscany.html
2077,La Vinaina,"4,5 ",537 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Via dell'Agnolo 48R, 50122, Firenze Italia",+39 055 234 4120,,Santa Croce,"0,6 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d3183976-Reviews-La_Vinaina-Florence_Tuscany.html
2078,Trattoria Pizzeria da Nasone,"4,5 ",549 recensioni,€€-€€€,,"Italiana, Pizza, Mediterranea, Toscana, Italiana (centro)","Via Santa Caterina d'Alessandria 3R Via Santa Caterina d'Alessandria 3R, 50129, Firenze Italia",+39 055 088 0401,,Centro storico di Firenze,"0,7 km da Galleria dell'Accademia di Firenze",https://www.tripadvisor.it/Restaurant_Review-g187895-d7101698-Reviews-Trattoria_Pizzeria_da_Nasone-Florence_Tuscany.html
2079,Chianineria - Trattoria dall'Oste,"4,5 ",1.782 recensioni,€€-€€€,,"Steakhouse, Barbecue, Toscana, Italiana (centro)","Via dei Cerchi 40/R Via Alamanni 3/5 R Firenze, 50122, Firenze Italia",+39 055 213142,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d12439428-Reviews-Chianineria_Trattoria_dall_Oste-Florence_Tuscany.html
2080,Vinoteca Firenze,"4,5 ",193 recensioni,€€-€€€,,"Italiana, Europea, Contemporanea, Wine Bar","Via Giuseppe Giusti 2r Angolo Borgo Pinti, 50121, Firenze Italia",+39 055 263 8943,,Centro storico di Firenze,"0,5 km da Galleria dell'Accademia di Firenze",https://www.tripadvisor.it/Restaurant_Review-g187895-d11491919-Reviews-Vinoteca_Firenze_food_and_wine-Florence_Tuscany.html
